분류,이름,주소,전화번호,대표사진주소
국수,대박국수,제주특별자치도 제주시 신대로14길 5,064-749-0422,",,"
국수,일도국수,제주특별자치도 제주시 삼성로 49,064-759-7811,",,"
회,한림바다체험마을,제주특별자치도 제주시 한림읍 한림해안로 200,064-796-1817,",,"
"해물,생선",어애랑,제주특별자치도 제주시 한림읍 한림로 422,064-796-9253,","
"육류,고기",진돼지,제주특별자치도 제주시 은수길 65 B동 1층,064-746-1542,","
"해물,생선",어머니와고등어 본점,제주특별자치도 제주시 도두봉2길 43 1층,064-744-2882,","
국수,보말과비바리,제주특별자치도 제주시 화삼북로 7,064-755-7895,",,"
"매운탕,해물탕",큰물살아있는해물탕,제주특별자치도 제주시 조공포길 49,064-712-8253,","
회,남해수산,제주특별자치도 제주시 관덕로14길 9,064-751-5572,",,"
해장국,모이세해장국 노형점,제주특별자치도 제주시 월랑로 61 1층,064-745-5253,",,"
"육류,고기",한라축산정육식당,제주특별자치도 제주시 한림읍 한림상로 84 A동,064-796-3855,","
해장국,채훈이네해장국,제주특별자치도 제주시 한경면 두신로 69,064-772-3558,",,"
"육류,고기",돈사촌 노형점,제주특별자치도 제주시 노형9길 16,064-744-6818,","
회,소라횟집,제주특별자치도 제주시 구좌읍 해맞이해안로 1240-3 1층,064-784-3545,",,"
"육류,고기",명리동식당 구좌직영점,제주특별자치도 제주시 구좌읍 일주동로 3010-17,064-783-2225,","
복어,만부정,제주특별자치도 제주시 사장길 38,064-743-1119,",,"
국수,자연과사람들밀면,제주특별자치도 제주시 조천읍 남조로 2185 C동 1층,070-7798-2185,",,"
"해물,생선",아침바다,제주특별자치도 제주시 수덕5길 66 1층,064-746-6844,","
갈비,태선갈비,제주특별자치도 제주시 중앙로23길 2,064-721-2422,",,"
해장국,김영미해장국,제주특별자치도 제주시 구남로8길 4-17,064-753-1793,",,"
닭요리,넝쿨하눌가든,제주특별자치도 제주시 대원북길 21,064-744-7555,",,"
한식,문동일셰프녹차고을,제주특별자치도 제주시 애월읍 하귀동남4길 13-1,064-712-1780,",,"
"해물,생선",대왕해물짬뽕,제주특별자치도 제주시 구좌읍 월정1길 70-6 1층,064-784-7118,","
"육류,고기",대박이네정육식당회센터,제주특별자치도 제주시 애월읍 일주서로 7053 3층,064-748-3105,","
국수,명동손칼국수,제주특별자치도 제주시 중앙로15길 5,064-721-3122,",,"
회,우수미회센터,제주특별자치도 제주시 연화로2길 24-1 1층,064-745-3848,",,"
국수,본디국수,제주특별자치도 제주시 중앙로 276 1층,064-755-1199,",,"
갈비,가리본가 본점,제주특별자치도 제주시 성신로1길 17,064-749-7447,",,"
"굴,전복",평대전복,제주특별자치도 제주시 구좌읍 해맞이해안로 1254-2,064-782-0036,","
한식,가품육개장 제주본점,제주특별자치도 제주시 원노형로 53 1층,064-712-6610,",,"
국수,만강촌옛날칼국수,제주특별자치도 제주시 월랑로 42,064-744-4780,",,"
국수,하르방밀면 운동장점,제주특별자치도 제주시 공설로 53,064-792-5000,",,"
한식,풍원,제주특별자치도 제주시 우도면 우도해안길 340,064-784-1894,",,"
회,만선바다,제주특별자치도 제주시 삼무로1길 6,064-742-6300,",,"
"해물,생선",각지불,제주특별자치도 제주시 조천읍 남조로 1751,064-784-0809,","
한식,교래향,제주특별자치도 제주시 조천읍 비자림로 638,064-784-9252,",,"
삼겹살,제원칼집 본점,제주특별자치도 제주시 제원길 19,064-747-3310,",,"
한식,이어돈가,제주특별자치도 제주시 한림읍 한림로 400-2 1층,064-796-2030,",,"
회,제주앞바다횟집,제주특별자치도 제주시 동한두기길 29 2층,064-722-9700,",,"
"육류,고기",제주 애월회관 애월곽지점,제주특별자치도 제주시 애월읍 애월로 38 1층,064-799-0038,","
회,사형제횟집,제주특별자치도 제주시 한림읍 한림상로 273,064-796-8709,",,"
회,금릉포구횟집,제주특별자치도 제주시 한림읍 금능9길 27,064-796-9006,",,"
"육류,고기",고요남 제주점,제주특별자치도 제주시 구남동8길 51 1층,064-722-5253,","
한식,함덕해물라면오빠집,제주특별자치도 제주시 조천읍 평사길 2 1층,064-784-6327,",,"
"육류,고기",옹포별장가든,제주특별자치도 제주시 한림읍 한림상로 24,064-796-3146,","
회,모슬포해안도로식당,제주특별자치도 제주시 신대로18길 16,064-794-7665,",,"
국수,24시국수회관,제주특별자치도 제주시 남성로 122-1,,",,"
회,해변횟집,제주특별자치도 제주시 애월읍 애월해안로 90,064-799-7710,",,"
햄버거,무거버거,제주특별자치도 제주시 조천읍 조함해안로 356,0507-1319-5076,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F61B4194403EF4994B04A68F8213049B0,,"
양식,식당마요네즈,제주특별자치도 제주시 다랑곶3길 18 1층,010-7444-9142,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F93523A774ECD43BEABE637A8BE20D86B,,"
해산물,크랩잭 제주,제주특별자치도 제주시 애월읍 애월해안로 765,064-747-1229,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAC4A902E867148B6B5E944AA6B1C7699,,"
햄버거,몬스터살롱,제주특별자치도 제주시 애월읍 일주서로 6017,064-799-5310,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FF3B41D5652ED44E2B4093B9CBF0FE900,,"
양식,이스트포레스트,제주특별자치도 제주시 구좌읍 종달로1길 26-1 1층,064-784-3789,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F61F0ABE023BF4CB399A02CA3BA4004C0,,"
양식,만월당,제주특별자치도 제주시 구좌읍 월정1길 56 1층,064-784-5911,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F505D5D7490A34160988F99FB87070D39,,"
양식,당당 (휴업중),제주특별자치도 제주시 애월읍 중엄안1길 25,070-4159-0327,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB81C53A02ECC406981453ED850635CF3,,"
햄버거,양가형제,제주특별자치도 제주시 한경면 청수동8길 3,010-4938-5455,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8FC8746604174E1AAFE0F7657B62C8C1,,"
햄버거,하하호호 우도본점,제주특별자치도 제주시 우도면 우도해안길 532,010-2899-1365,",,"
이탈리안,더스푼,제주특별자치도 제주시 구남동1길 45 1층,064-725-1324,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF833AE18CF0F4A64B27593A23C4DF2C6,,"
"스테이크,립",치저스,제주특별자치도 제주시 구좌읍 비자림로 1785,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F3AA2F42A05C6437BAABF68FD6BCD3502,"
해산물,피어22,제주특별자치도 제주시 한림읍 금능7길 22,064-796-7787,",,"
양식,코코리파이프,제주특별자치도 제주시 애월읍 하귀6길 22,010-4007-0884,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F1CC1B1C8DC06433A95E7F75B3A11260E,,"
양식,세러데이아일랜드,제주특별자치도 제주시 구좌읍 평대7길 51,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F638F034471474143A974BE8DF66172D2,,"
"멕시칸,브라질",그란데,제주특별자치도 제주시 인다6길 42 1층,064-758-4091,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FEB428C1A1C384FF2833EF0398A7FFF36,"
이탈리안,맛있는폴부엌,제주특별자치도 제주시 한경면 녹차분재로 568,010-2169-1624,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F77AE85D8C9ED45679BA1AD9EC467489B,,"
양식,파라토도스,제주특별자치도 제주시 한림읍 금능길 87,064-796-4331,",,"
양식,웅스키친,제주특별자치도 제주시 대동길 17-1 대일아파트 1층 105호,064-784-1163,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1508558165,,"
햄버거,하하호호 월정리점,제주특별자치도 제주시 구좌읍 해맞이해안로 514 1층,010-5149-4620,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F09E977BDE4FC4581816C18D3DB15510E,,"
이탈리안,달이뜨는식탁,제주특별자치도 제주시 구좌읍 월정1길 14,064-782-8538,",,"
햄버거,애월식탁,제주특별자치도 제주시 애월읍 애월로1길 26-4 2층,070-7793-0224,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F006849E33B494845BBB5893238974955,,"
양식,오데뜨,제주특별자치도 제주시 한림읍 중산간서로 4995-6,064-799-2748,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F243836A7B48C4A12A425174B04F50CD4,,"
해산물,로맨틱새우,제주특별자치도 제주시 애월읍 곽지1길 12-12,064-799-1588,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F34B08054B611461B8D06A54F4EA99739,,"
이탈리안,컬쳐드,제주특별자치도 제주시 승천로 81 1층,064-755-2006,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1C937B070DFD4AFA865A0CDBB78FA6BF,,"
"스테이크,립",소렉,제주특별자치도 제주시 은남2길 41 1층,064-901-9015,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F55C404AC0BB94A939D91D24C6D8E2D5C,"
양식,호끌락다락,제주특별자치도 제주시 조천읍 함덕10길 6,064-783-7636,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4D546121B4C94D37942925E92204FB31,,"
양식,그랜마스,제주특별자치도 제주시 노형9길 6 1층,064-747-5535,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F44AA95BA46F54CAE817050170812EB3B,,"
피자,피자굽는돌하르방 본점,제주특별자치도 제주시 한경면 청수로 218,064-773-7273,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F23288039532412D626,,"
이탈리안,쿠쿠아림,제주특별자치도 제주시 아란4길 93 1층,064-751-6645,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F542358F8B315467784087516545F2119,,"
양식,마농 제주본점,제주특별자치도 제주시 우평로 45-1 바인빌딩 2층,064-745-1166,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1375403326,,"
이탈리안,하도핑크,제주특별자치도 제주시 구좌읍 문주란로1길 43 1층,070-8801-5650,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F662A5D49C7AB43E2BB3A4553B605E703,,"
이탈리안,그리다앤쿡,제주특별자치도 제주시 신성로 111 2층,064-751-2245,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F273A30495767793336,,"
햄버거,탐나버거,제주특별자치도 제주시 아연로 438-13,070-4038-0410,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FFB176EFF13BD46A9A22CA40865C02FA4,,"
햄버거,다운타우너 제주애월,제주특별자치도 제주시 애월읍 애월로1길 24-9 제1동 1층,0507-1315-0160,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F145A728E1DC04854BE3F9153ECA8CC7E,,"
양식,제주맑음,제주특별자치도 제주시 관덕로3길 1-1,064-784-0784,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F47FE01C8C43340DD9625F6178F6DF3EB,,"
양식,제이학센,제주특별자치도 제주시 서해안로 232 1층,064-711-8616,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB4CCA68EA84A4AA2BF8980C080A79C00,,"
햄버거,삼다버거,제주특별자치도 제주시 구좌읍 선유로 80,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_742536578,,"
양식,묘한식당,제주특별자치도 제주시 한경면 녹차분재로 601,064-772-4466,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEA5A0481F099483690D9A5E367521F52,,"
양식,송쿠쉐,제주특별자치도 제주시 신대로13길 43-8,064-744-0230,",,"
이탈리안,옹포83,제주특별자치도 제주시 한림읍 옹포8길 3 1층,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F41561CCD8E7F42C09E5599C26B5EF074,,"
햄버거,버거307 제주함덕점,제주특별자치도 제주시 조천읍 조함해안로 504,064-784-9322,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F73AAEE6463054BF28458FD9C397B3D8F,,"
양식,릴로,제주특별자치도 제주시 구좌읍 종달로 60-12 1층,0507-1337-4945,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD066AB1714C9486A93427419C84534B7,,"
이탈리안,애월리안,제주특별자치도 제주시 애월읍 애원로 4 애월리사무소 복지회관 1층,0507-1351-5535,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1459013075,,"
해산물,조가네갑오징어 신제주점,제주특별자치도 제주시 원노형남1길 45-1,064-746-3338,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F42B7F9BDC241480DB26FDBDED0859F8F,,"
피자,이공팔오,제주특별자치도 제주시 조천읍 선교로 185,010-3348-2085,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F1BB596B0ACA044449ECBC838FCC1B98F,,"
